filename,line_number,comment
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,412,// previous value to prevent distorting the analysis with negative
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,413,// ratios of lost packets.
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,423,"// Packets are calculated as ""packetsReceived + packetsLost""."
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,467,// In some (strange) cases a newer stat may report a lower value
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,468,// than a previous one (it seems to happen if the connection delay
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,469,// is high; probably the browser assumes that a packet was lost but
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,470,// later receives the acknowledgment). If that happens just keep the
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,471,// previous value to prevent distorting the analysis with negative
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,472,// ratios of lost packets.
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,514,// If the packets have changed now it is assumed that the previous stats
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,515,// were stalled.
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,583,"// Timestamps and round trip time are not distributed, as those"
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,584,// values are properly updated even if the stats are stalled.
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,596,"// The packet stats are cumulative values, so the isolated values"
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,597,// are got from the helper object.
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,598,// If there were no transmitted packets in the last stats the ratio
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,599,// is higher than 1 both to signal that and to force the quality
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,600,"// towards ""no transmitted data"" faster, but not immediately."
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,601,"// However, note that the quality will immediately change to ""very"
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,602,"// bad quality""."
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,615,"// The packet stats are cumulative values, so the isolated"
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,616,// values are got from the helper object.
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,642,// The stats might be in a temporary stall and the analysis is on hold
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,643,"// until further stats arrive, so until that happens the last known"
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,644,// state is returned again.
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,656,"// A high round trip time means that the delay is high, but it can also"
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,657,"// imply that some packets, even if they are not lost, are anyway"
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,658,// discarded to try to keep the playing rate in real time.
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,659,// Round trip time is measured in seconds.
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,666,// In some cases there may be packets being transmitted without any lost
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,667,"// packet, but if the number of packets is too low the connection is"
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,668,// most likely in bad shape anyway.
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,669,// Note that in the case of video the number of transmitted packets
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,670,"// depend on the resolution, frame rate and changes between frames, but"
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,671,// even for a small (320x420) static video around 20 packets are
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,672,// transmitted on a good connection. If a high quality video is tried to
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,673,// be sent on a bad network the browser will automatically reduce its
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,674,"// quality to keep a smooth video, albeit on a lower resolution. Thus"
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,675,"// with a threshold of 10 packets issues can be detected too for videos,"
spreed_repo\src\utils\webrtc\analyzers\PeerConnectionAnalyzer.js,676,// although only once they can not be further downscaled.
spreed_repo\src\utils\webrtc\models\CallParticipantCollection.js,18,//www.gnu.org/licenses/>.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,18,//www.gnu.org/licenses/>.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,32,// Talk specific
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,34,// Talk specific
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,52,"// ""undefined"" is used for values not known yet; ""null"" or ""false"""
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,53,// are used for known but negative/empty values.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,63,// The audio element is part of the model to ensure that it can be
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,64,// played if needed even if there is no view for it.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,68,"// ""videoBlocked"" is ""true"" only if the video is blocked and it would"
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,69,// have been available in the remote peer if not blocked.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,73,// The audio element is part of the model to ensure that it can be
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,74,// played if needed even if there is no view for it.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,144,"// ""peer.nick"" is set only for users and when the MCU is not used."
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,170,// The nick could be changed even if there is no Peer object.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,204,"// Mute locally too, as even when sending to all the sender will not"
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,205,// receive the message.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,241,// The hand could be raised even if there is no Peer object.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,262,// Special case when the participant has no streams.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,275,// Reset state that depends on the Peer object.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,277,"// Work around Chromium bug where ""iceConnectionState"" gets stuck as"
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,278,"// ""disconnected"" even if the connection already failed."
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,291,// Set expected state in Peer object.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,301,"// Ensure that the name is set, as when the MCU is not used it will"
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,302,// not be set later for registered users without microphone nor
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,303,// camera.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,310,"// ""connecting"" state is not changed when entering the ""disconnected"""
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,311,"// state, as it can be entered while still connecting (if done from"
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,312,"// ""checking"") or once already connected (from ""connected"" or"
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,313,"// ""completed"")."
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,381,// Reset state that depends on the screen Peer object.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,384,// Set expected state in screen Peer object.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,399,// Store value to be able to apply it again if a new Peer object is set.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,414,// Store value to be able to apply it again if a new Peer object is set.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,421,// Use same quality for simulcast and temporal layer.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,426,// Store value to be able to apply it again if a new screen Peer object
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,427,// is set.
spreed_repo\src\utils\webrtc\models\CallParticipantModel.js,434,// Use same quality for simulcast and temporal layer.
spreed_repo\src\utils\webrtc\models\LocalCallParticipantModel.js,18,//www.gnu.org/licenses/>.
spreed_repo\src\utils\webrtc\models\LocalCallParticipantModel.js,95,// Reset state that depends on the Peer object.
spreed_repo\src\utils\webrtc\models\LocalCallParticipantModel.js,97,"// Work around Chromium bug where ""iceConnectionState"" gets stuck as"
spreed_repo\src\utils\webrtc\models\LocalCallParticipantModel.js,98,"// ""disconnected"" even if the connection already failed."
spreed_repo\src\utils\webrtc\models\LocalCallParticipantModel.js,156,// 'failed-no-restart' is not emitted by own peer
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,18,//www.gnu.org/licenses/>.
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,158,// Although there could be several local streams active at the same
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,159,// time (if the local media is started again before stopping it
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,160,"// first) the methods to control them (""mute"", ""unmute"","
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,161,"// ""pauseVideo"" and ""resumeVideo"") act on all the streams, it is not"
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,162,// possible to control them individually. Also all local streams
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,163,"// are transmitted when a Peer is created, but if another local"
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,164,// stream is then added it will not be automatically added to the
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,165,// Peer. As it is not well supported and there is also no need to
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,166,// use several local streams for now it is assumed that only one
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,167,// local stream will be active at the same time.
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,196,// Only a single local stream is assumed to be active at the same time.
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,208,"// ""audioEnabled"" needs to be explicitly set to false, as there is"
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,209,// no audio track and thus disabling the audio will not trigger the
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,210,"// handler for ""localTrackEnabledChanged""; calling ""disableAudio()"""
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,211,// just ensures that the audio will be initially disabled if it
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,212,// becomes available again later.
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,222,"// ""videoEnabled"" needs to be explicitly set to false, as there is"
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,223,// no video track and thus disabling the video will not trigger the
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,224,"// handler for ""localTrackEnabledChanged""; calling ""disableVideo()"""
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,225,// just ensures that the video will be initially disabled if it
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,226,// becomes available again later.
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,415,"// Set state locally too, as even when sending to all the sender will not"
spreed_repo\src\utils\webrtc\models\LocalMediaModel.js,416,// receive the message.
spreed_repo\src\utils\webrtc\shims\MediaStream.js,18,//www.gnu.org/licenses/>.
spreed_repo\src\utils\webrtc\shims\MediaStream.js,57,"// Event implementations do not support advanced parameters like ""options"""
spreed_repo\src\utils\webrtc\shims\MediaStream.js,58,"// or ""useCapture""."
spreed_repo\src\utils\webrtc\shims\MediaStreamTrack.js,18,//www.gnu.org/licenses/>.
spreed_repo\src\utils\webrtc\shims\MediaStreamTrack.js,43,"// Event implementations do not support advanced parameters like ""options"""
spreed_repo\src\utils\webrtc\shims\MediaStreamTrack.js,44,"// or ""useCapture""."
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,1,
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,3,// getScreenMedia helper by @HenrikJoreteg
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,23,// cache for constraints and callback
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,40,"// Disable default audio optimizations, as they are meant to be used"
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,41,// with a microphone input.
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,55,"// Chrome 71 dropped support for ""window.chrome.webstore;""."
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,57,"// ""known"" crash in chrome 34 and 35 on linux"
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,62,// check that the extension is installed by looking for a
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,63,// sessionStorage variable that contains the extension id
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,64,// this has to be set after installation unless the contest
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,65,// script does that
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,70,// user canceled
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,92,// window.cefGetScreenMedia is experimental - may be removed without notice
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,119,// chrome 26 - chrome 33 way to do it -- requires bad chrome://flags
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,120,// note: this is basically in maintenance mode and will go away soon
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,134,// chrome 34+ way requiring an extension
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,158,// workaround for https://bugzilla.mozilla.org/show_bug.cgi?id=1045810
spreed_repo\src\utils\webrtc\simplewebrtc\getscreenmedia.js,191,// user canceled
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,1,
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,8,"// Only mediaDevicesManager is used, but it can not be assigned here due to not"
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,9,// being initialized yet.
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,150,// If local media is started with neither audio nor video the local media
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,151,// will not be active (it will not react to changes in the selected media
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,152,// devices). It is just a special case in which starting succeeds with a
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,153,// null stream.
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,233,"// ""streamSet"" is always emitted along with ""trackReplaced"", so the"
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,234,"// ""localStreamChanged"" only needs to be relayed on ""trackReplaced""."
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,239,"// ""localStreamChanged"" is expected to be emitted also when the tracks"
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,240,"// of the stream change, even if the stream itself is the same."
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,249,// MediaStreamTrack does not emit an event when the enabled property
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,250,"// changes, so it needs to be explicitly notified."
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,259,// Handlers need to be removed before stopping the stream to prevent
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,260,// relaying no longer needed events.
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,321,// enable the callback
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,337,// Audio controls
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,362,// Video controls
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,396,// Combined controls
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,406,// Internal methods for enabling/disabling audio/video
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,414,// check if all audio streams are enabled
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,428,"// If no audioTracks were found, that means there is no microphone device."
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,429,"// In that case, isAudioEnabled should return false."
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,437,// check if all video streams are enabled
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,451,"// If no videoTracks were found, that means there is no camera device."
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,452,"// In that case, isVideoEnabled should return false."
spreed_repo\src\utils\webrtc\simplewebrtc\localmedia.js,492,// fallback for old .localScreen behaviour
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,1,
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,26,// call emitter constructor
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,42,// key (datachannel label) -> value (array[pending messages])
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,55,// Just fire negotiation needed events for now
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,56,// When browser re-negotiation handling seems to work
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,57,// we can use this as the trigger for starting the offer/answer process
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,58,// automatically. We'll just leave it be for now while this stabalizes.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,68,// Ensure that initially disabled tracks are stopped after
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,69,// establishing a connection.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,72,"// The stream is not known, but it is only used when the"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,73,"// track is added, so it can be ignored here."
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,86,"// currently, in chrome only the initiator goes to failed"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,87,// so we need to signal this to the peer
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,104,"// Work around Chromium bug where ""iceConnectionState"" never changes to"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,105,"// ""failed"" (it stays as ""disconnected""). When that happens"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,106,"// ""connectionState"" actually does change to ""failed"", so the normal"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,107,"// handling of ""iceConnectionState === failed"" is triggered here."
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,118,// handle screensharing/broadcast mode
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,135,// TODO What would happen if the track is replaced while the peer is
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,136,// still negotiating the offer and answer?
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,144,// proxy events to parent
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,152,// Helper method to munge an SDP to enable simulcasting (Chrome only)
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,153,// Taken from janus.js (MIT license).
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,154,
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,156,// Let's munge the SDP to add the attributes for enabling simulcasting
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,157,// (based on https://gist.github.com/ggarber/a19b4c33510028b9c657)
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,168,// New video m-line: make sure it's the first one
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,172,"// We're done, let's add the new attributes here"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,177,// New non-video m-line: do we have what we were looking for?
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,179,"// We're done, let's add the new attributes here"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,227,"// Couldn't find a FID attribute, let's just take the first video SSRC we find"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,235,// New video m-line: make sure it's the first one
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,239,"// We're done, let's add the new attributes here"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,244,// New non-video m-line: do we have what we were looking for?
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,246,"// We're done, let's add the new attributes here"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,295,"// Still nothing, let's just return the SDP we were asked to munge"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,300,// Append at the end
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,303,// Generate a couple of SSRCs (for retransmissions too)
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,304,"// Note: should we check if there are conflicts, here?"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,309,// Add attributes to the SDP
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,327,// Add the same info for the retransmission SSRC
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,354,
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,392,// This SDP munging only works with Chrome (Safari STP may support it too)
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,403,// The offer is a RTCSessionDescription that only serializes
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,404,"// its own attributes to JSON, so if extra attributes are needed"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,405,// a regular object has to be sent instead.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,432,// Transceivers for HPB subscribers have the transceiver kind in its mid.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,437,"// In general, the transceiver kind can be got from the receiver track, as"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,438,"// it will always be there, even if the transceiver is inactive or the"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,439,// remote sender never had a track.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,488,// The answer is a RTCSessionDescription that only serializes
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,489,"// its own attributes to JSON, so if extra attributes are needed"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,490,// a regular object has to be sent instead.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,559,// send via signalling channel
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,573,// send via data channel
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,574,// returns true when message was sent and false if channel is not open
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,596,// Internal method registering handlers for a data channel and emitting events on the peer
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,606,// Check if there are messages that could not be send
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,617,// Fetch or create a data channel by the given name
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,630,"// if we don't have one by this label, create it"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,642,// Retain legacy data structure for compatibility with
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,643,// mobile clients.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,658,"// well, the webrtc api requires that we either"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,659,// a) create a datachannel a priori
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,660,// b) do a renegotiation later to add the SCTP m-line
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,661,// Let's do (a) first...
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,713,"// For compatibility with older browsers ""finally"" should not be used on"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,714,// Promises.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,727,// Do not replace the tracks when the connection has not started
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,728,"// yet, as Firefox can get ""stuck"" and not replace the tracks even"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,729,// if tried later again once connected.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,738,// If the track is added instead of replaced a renegotiation will be
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,739,"// needed, so stop replacing tracks."
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,771,"// The track should be replaced in just one sender, but an array of promises"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,772,// is used to be on the safe side.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,785,"// The old track was disabled and thus already stopped, so it does"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,786,"// not need to be replaced, but the null track needs to be set as"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,787,// the disabled track.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,807,"// A null track can match on audio and video senders, so it needs to be"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,808,// ensured that the sender kind and the new track kind are compatible.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,809,"// However, in some cases it may not be possible to know the sender"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,810,// kind. In those cases just go ahead and try to replace the track; if
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,811,"// the kind does not match then replacing the track will fail, but this"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,812,"// should not prevent replacing the track with a proper one later, nor"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,813,// affect any other sender.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,820,// Save reference to trackDisabled to be able to restore it if the track
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,821,// can not be replaced.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,831,"// Nothing to replace now, it will be done once the track is"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,832,// enabled.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,837,// Replace with a null track to stop the sender.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,856,// If the call started when the audio or video device was not active there
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,857,// will be no sender for that type. In that case the track needs to be added
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,858,// instead of replaced.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,880,// If the HPB is not used or if it is used and this is a sender peer the
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,881,// remote video can not be blocked.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,882,// Besides that the remote video is not blocked either if the signaling
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,883,// server does not support updating the subscribers; in that case a new
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,884,// connection would need to be established and due to this the audio would
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,885,// be interrupted during the connection change.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,890,// If the HPB is used the remote video can be blocked through a standard
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,891,// WebRTC renegotiation or by toggling the video directly in Janus. The last
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,892,"// one is preferred, as it requires less signaling messages to be exchanged"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,893,"// and, besides that, the browser starts to decode the video faster once"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,894,// enabled again.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,905,"// The ""negotiationneeded"" event is emitted if needed based on the direction"
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,906,// changes.
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,907,// Note that there will be a video transceiver even if the remote
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,908,// participant is sending a null video track (either because there is a
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,909,// camera but the video is disabled or because the camera was removed during
spreed_repo\src\utils\webrtc\simplewebrtc\peer.js,910,"// the call), so a renegotiation could be needed also in that case."
spreed_repo\src\utils\webrtc\simplewebrtc\simplewebrtc.js,1,
spreed_repo\src\utils\webrtc\simplewebrtc\simplewebrtc.js,33,// We also allow a 'logger' option. It can be any object that implements
